"COU","Country","IND","Indicator","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"PRT","Portugal","PEN3C","Gross pension replacement rate, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,72.5,,
"PRT","Portugal","PEN4A","Gross pension replacement rate, Female, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,76.3,,
"PRT","Portugal","PEN4B","Gross pension replacement rate, Female, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,74.9,,
"PRT","Portugal","PEN4C","Gross pension replacement rate, Female, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,72.5,,
"PRT","Portugal","PEN5A","Gross pension replacement rate, Mandatory and Voluntary, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,76.3,,
"PRT","Portugal","PEN5B","Gross pension replacement rate, Mandatory and Voluntary, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,74.9,,
"PRT","Portugal","PEN5C","Gross pension replacement rate, Mandatory and Voluntary, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,72.5,,
"PRT","Portugal","PEN7A","Net pension replacement rate, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,88.5,,
"PRT","Portugal","PEN7B","Net pension replacement rate, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,90.3,,
"PRT","Portugal","PEN7C","Net pension replacement rate, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,89.7,,
"PRT","Portugal","PEN8A","Net pension replacement rate, Female, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,88.5,,
"PRT","Portugal","PEN8B","Net pension replacement rate, Female, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,90.3,,
"PRT","Portugal","PEN8C","Net pension replacement rate, Female, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,89.7,,
"PRT","Portugal","PEN9A","Net pension replacement rate, Mandatory and Voluntary, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,88.5,,
"PRT","Portugal","PEN9B","Net pension replacement rate, Mandatory and Voluntary, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,90.3,,
"PRT","Portugal","PEN9C","Net pension replacement rate, Mandatory and Voluntary, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,89.7,,
"PRT","Portugal","PEN10A","Gross pension wealth, Male, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,12.3,,
"PRT","Portugal","PEN10B","Gross pension wealth, Male, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,12,,
"PRT","Portugal","PEN10C","Gross pension wealth, Male, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,11.6,,
"PRT","Portugal","PEN11A","Gross pension wealth, Female, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,13.9,,
"PRT","Portugal","PEN11C","Gross pension wealth, Female, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,13.2,,
"PRT","Portugal","PEN11B","Gross pension wealth, Female, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,13.6,,
"PRT","Portugal","PEN12A","Net pension wealth, Male, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,14.2,,
"PRT","Portugal","PEN12B","Net pension wealth, Male, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,14.5,,
"PRT","Portugal","PEN12C","Net pension wealth, Male, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,14.4,,
"PRT","Portugal","PEN13A","Net pension wealth, Female, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,16.1,,
"PRT","Portugal","PEN13B","Net pension wealth, Female, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,16.4,,
"PRT","Portugal","PEN13C","Net pension wealth, Female, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,16.3,,
"PRT","Portugal","PEN6A","Tax treatment of pensions and pensioners, Worker at average earnings, men","2020","2020","PC","Percentage","0","Units",,,15,,
"PRT","Portugal","PEN6B","Tax treatment of pensions and pensioners, Pensioner (at gross replacement rate of average earnings), men","2020","2020","PC","Percentage","0","Units",,,12.4,,
"PRT","Portugal","PEN6C","Tax treatment of pensions and pensioners, Pensioner (at income equal to average earnings), men","2020","2020","PC","Percentage","0","Units",,,16.4,,
"PRT","Portugal","PEN14","Fertility","2020","2020","CHLD","Children","0","Units",,,1.3,,
"PRT","Portugal","PEN15A","Life expectancy at birth, Men","2020","2020","YR","Years","0","Units",,,78.7,,
"PRT","Portugal","PEN15B","Life expectancy at birth, Women","2020","2020","YR","Years","0","Units",,,84.6,,
"PRT","Portugal","PEN16A","Life expectancy at 65, Men","2020","2020","YR","Years","0","Units",,,18.4,,
"PRT","Portugal","PEN16B","Life expectancy at 65, Women","2020","2020","YR","Years","0","Units",,,22,,
"PRT","Portugal","PEN17A","Employment rate of older workers, 55-59","2020","2020","PC","Percentage","0","Units",,,73.3,,
"PRT","Portugal","PEN17B","Employment rate of older workers, 60-64","2020","2020","PC","Percentage","0","Units",,,47.1,,
"PRT","Portugal","PEN17C","Employment rate of older workers, 65-69","2020","2020","PC","Percentage","0","Units",,,21,,
"PRT","Portugal","PEN18","Old-age dependency ratio","2020","2020","PC","Percentage","0","Units",,,38.6,,
"PRT","Portugal","PEN19A","Effective labour market exit age, men","2020","2020","YR","Years","0","Units",,,64.9,,
"PRT","Portugal","PEN19B","Effective labour market exit age, women","2020","2020","YR","Years","0","Units",,,63.3,,
"PRT","Portugal","PEN20A","Expected years in retirement, men","2020","2020","YR","Years","0","Units",,,19,,
"PRT","Portugal","PEN20B","Expected years in retirement, women","2020","2020","YR","Years","0","Units",,,23.9,,
"PRT","Portugal","PEN23A","Average worker earnings, national currency","2020","2020",,,"0","Units",,,19477.8,,
"PRT","Portugal","PEN23B","Average worker earnings, USD market exchange rate","2020","2020","USD","US Dollar","0","Units",,,22247.4,,
"PRT","Portugal","PEN27","Projections of public expenditure on pensions (%GDP)","2020","2020","PC","Percentage","0","Units",,,13.6,,
"SVK","Slovak Republic","PEN1A","Current retirement ages for a person who entered the labour force at age 22, men","2020","2020","YR","Years","0","Units",,,62.8,,
"SVK","Slovak Republic","PEN1B","Current retirement ages for a person who entered the labour force at age 22, women","2020","2020","YR","Years","0","Units",,,62.7,,
"SVK","Slovak Republic","PEN2A","Future retirement ages for a person who entered the labour force at age 22, men","2020","2020","YR","Years","0","Units",,,64,,
"SVK","Slovak Republic","PEN2B","Future retirement ages for a person who entered the labour force at age 22, women","2020","2020","YR","Years","0","Units",,,64,,
"SVK","Slovak Republic","PEN3A","Gross pension replacement rate, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,62.6,,
"SVK","Slovak Republic","PEN3B","Gross pension replacement rate, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,53.1,,
"SVK","Slovak Republic","PEN3C","Gross pension replacement rate, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,46.7,,
"SVK","Slovak Republic","PEN4A","Gross pension replacement rate, Female, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,62.6,,
"SVK","Slovak Republic","PEN4B","Gross pension replacement rate, Female, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,53.1,,
"SVK","Slovak Republic","PEN4C","Gross pension replacement rate, Female, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,46.7,,
"SVK","Slovak Republic","PEN5A","Gross pension replacement rate, Mandatory and Voluntary, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,62.6,,
"SVK","Slovak Republic","PEN5B","Gross pension replacement rate, Mandatory and Voluntary, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,53.1,,
"SVK","Slovak Republic","PEN5C","Gross pension replacement rate, Mandatory and Voluntary, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,46.7,,
"SVK","Slovak Republic","PEN7A","Net pension replacement rate, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,76.2,,
"SVK","Slovak Republic","PEN7B","Net pension replacement rate, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,69.4,,
"SVK","Slovak Republic","PEN7C","Net pension replacement rate, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,64.3,,
"SVK","Slovak Republic","PEN8A","Net pension replacement rate, Female, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,76.2,,
"SVK","Slovak Republic","PEN8B","Net pension replacement rate, Female, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,69.4,,
"SVK","Slovak Republic","PEN8C","Net pension replacement rate, Female, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,64.3,,
"SVK","Slovak Republic","PEN9A","Net pension replacement rate, Mandatory and Voluntary, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,76.2,,
"SVK","Slovak Republic","PEN9B","Net pension replacement rate, Mandatory and Voluntary, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,69.4,,
"SVK","Slovak Republic","PEN9C","Net pension replacement rate, Mandatory and Voluntary, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,64.3,,
"SVK","Slovak Republic","PEN10A","Gross pension wealth, Male, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,10.7,,
"SVK","Slovak Republic","PEN10B","Gross pension wealth, Male, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,9.1,,
"SVK","Slovak Republic","PEN10C","Gross pension wealth, Male, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,8,,
"SVK","Slovak Republic","PEN11A","Gross pension wealth, Female, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,11.9,,
"SVK","Slovak Republic","PEN11C","Gross pension wealth, Female, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,8.9,,
"SVK","Slovak Republic","PEN11B","Gross pension wealth, Female, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,10.1,,
"SVK","Slovak Republic","PEN12A","Net pension wealth, Male, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,13.1,,
"SVK","Slovak Republic","PEN12B","Net pension wealth, Male, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,11.9,,
"SVK","Slovak Republic","PEN12C","Net pension wealth, Male, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,11,,
"SVK","Slovak Republic","PEN13A","Net pension wealth, Female, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,14.5,,
"SVK","Slovak Republic","PEN13B","Net pension wealth, Female, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,13.2,,
"SVK","Slovak Republic","PEN13C","Net pension wealth, Female, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,12.2,,
"SVK","Slovak Republic","PEN6A","Tax treatment of pensions and pensioners, Worker at average earnings, men","2020","2020","PC","Percentage","0","Units",,,23.5,,
"SVK","Slovak Republic","PEN6B","Tax treatment of pensions and pensioners, Pensioner (at gross replacement rate of average earnings), men","2020","2020","PC","Percentage","0","Units",,,0,,
"SVK","Slovak Republic","PEN6C","Tax treatment of pensions and pensioners, Pensioner (at income equal to average earnings), men","2020","2020","PC","Percentage","0","Units",,,0,,
"SVK","Slovak Republic","PEN14","Fertility","2020","2020","CHLD","Children","0","Units",,,1.5,,
"SVK","Slovak Republic","PEN15A","Life expectancy at birth, Men","2020","2020","YR","Years","0","Units",,,73.7,,
"SVK","Slovak Republic","PEN15B","Life expectancy at birth, Women","2020","2020","YR","Years","0","Units",,,80.8,,
"SVK","Slovak Republic","PEN16A","Life expectancy at 65, Men","2020","2020","YR","Years","0","Units",,,15.2,,
"SVK","Slovak Republic","PEN16B","Life expectancy at 65, Women","2020","2020","YR","Years","0","Units",,,19.1,,
"SVK","Slovak Republic","PEN17A","Employment rate of older workers, 55-59","2020","2020","PC","Percentage","0","Units",,,78.4,,
"SVK","Slovak Republic","PEN17B","Employment rate of older workers, 60-64","2020","2020","PC","Percentage","0","Units",,,38.3,,
"SVK","Slovak Republic","PEN17C","Employment rate of older workers, 65-69","2020","2020","PC","Percentage","0","Units",,,9.4,,
"SVK","Slovak Republic","PEN18","Old-age dependency ratio","2020","2020","PC","Percentage","0","Units",,,26.5,,
"SVK","Slovak Republic","PEN19A","Effective labour market exit age, men","2020","2020","YR","Years","0","Units",,,60.2,,
"SVK","Slovak Republic","PEN19B","Effective labour market exit age, women","2020","2020","YR","Years","0","Units",,,59.8,,
"SVK","Slovak Republic","PEN20A","Expected years in retirement, men","2020","2020","YR","Years","0","Units",,,18.9,,
"SVK","Slovak Republic","PEN20B","Expected years in retirement, women","2020","2020","YR","Years","0","Units",,,23.8,,
"SVK","Slovak Republic","PEN23A","Average worker earnings, national currency","2020","2020",,,"0","Units",,,13200.3,,
"SVK","Slovak Republic","PEN23B","Average worker earnings, USD market exchange rate","2020","2020","USD","US Dollar","0","Units",,,15077.3,,
"SVK","Slovak Republic","PEN27","Projections of public expenditure on pensions (%GDP)","2020","2020","PC","Percentage","0","Units",,,8.3,,
"ESP","Spain","PEN1A","Current retirement ages for a person who entered the labour force at age 22, men","2020","2020","YR","Years","0","Units",,,65,,
"ESP","Spain","PEN1B","Current retirement ages for a person who entered the labour force at age 22, women","2020","2020","YR","Years","0","Units",,,65,,
"ESP","Spain","PEN2A","Future retirement ages for a person who entered the labour force at age 22, men","2020","2020","YR","Years","0","Units",,,65,,
"ESP","Spain","PEN2B","Future retirement ages for a person who entered the labour force at age 22, women","2020","2020","YR","Years","0","Units",,,65,,
"ESP","Spain","PEN3A","Gross pension replacement rate, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,73.9,,
"ESP","Spain","PEN3B","Gross pension replacement rate, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,73.9,,
"ESP","Spain","PEN3C","Gross pension replacement rate, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,67,,
"ESP","Spain","PEN4A","Gross pension replacement rate, Female, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,73.9,,
"ESP","Spain","PEN4B","Gross pension replacement rate, Female, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,73.9,,
"ESP","Spain","PEN4C","Gross pension replacement rate, Female, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,67,,
"ESP","Spain","PEN5A","Gross pension replacement rate, Mandatory and Voluntary, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,73.9,,
"ESP","Spain","PEN5B","Gross pension replacement rate, Mandatory and Voluntary, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,73.9,,
"ESP","Spain","PEN5C","Gross pension replacement rate, Mandatory and Voluntary, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,67,,
"ESP","Spain","PEN7A","Net pension replacement rate, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,80.1,,
"ESP","Spain","PEN7B","Net pension replacement rate, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,80.3,,
"ESP","Spain","PEN7C","Net pension replacement rate, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,74.7,,
"ESP","Spain","PEN8A","Net pension replacement rate, Female, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,80.1,,
"ESP","Spain","PEN8B","Net pension replacement rate, Female, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,80.3,,
"ESP","Spain","PEN8C","Net pension replacement rate, Female, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,74.7,,
"ESP","Spain","PEN9A","Net pension replacement rate, Mandatory and Voluntary, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,80.1,,
"ESP","Spain","PEN9B","Net pension replacement rate, Mandatory and Voluntary, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,80.3,,
"ESP","Spain","PEN9C","Net pension replacement rate, Mandatory and Voluntary, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,74.7,,
"ESP","Spain","PEN10A","Gross pension wealth, Male, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,14.7,,
"ESP","Spain","PEN10B","Gross pension wealth, Male, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,14.7,,
"ESP","Spain","PEN10C","Gross pension wealth, Male, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,13.3,,
"ESP","Spain","PEN11A","Gross pension wealth, Female, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,17,,
"ESP","Spain","PEN11C","Gross pension wealth, Female, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,15.4,,
"ESP","Spain","PEN11B","Gross pension wealth, Female, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,17,,
"ESP","Spain","PEN12A","Net pension wealth, Male, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,15.9,,
"ESP","Spain","PEN12B","Net pension wealth, Male, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,16,,
"ESP","Spain","PEN12C","Net pension wealth, Male, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,14.8,,
"ESP","Spain","PEN13A","Net pension wealth, Female, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,18.4,,
"ESP","Spain","PEN13B","Net pension wealth, Female, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,18.5,,
"ESP","Spain","PEN13C","Net pension wealth, Female, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,17.2,,
"ESP","Spain","PEN6A","Tax treatment of pensions and pensioners, Worker at average earnings, men","2020","2020","PC","Percentage","0","Units",,,6.9,,
"ESP","Spain","PEN6B","Tax treatment of pensions and pensioners, Pensioner (at gross replacement rate of average earnings), men","2020","2020","PC","Percentage","0","Units",,,14.3,,
"ESP","Spain","PEN6C","Tax treatment of pensions and pensioners, Pensioner (at income equal to average earnings), men","2020","2020","PC","Percentage","0","Units",,,17.9,,
"ESP","Spain","PEN14","Fertility","2020","2020","CHLD","Children","0","Units",,,1.3,,
"ESP","Spain","PEN15A","Life expectancy at birth, Men","2020","2020","YR","Years","0","Units",,,80.6,,
"ESP","Spain","PEN15B","Life expectancy at birth, Women","2020","2020","YR","Years","0","Units",,,86,,
"ESP","Spain","PEN16A","Life expectancy at 65, Men","2020","2020","YR","Years","0","Units",,,19.4,,
"ESP","Spain","PEN16B","Life expectancy at 65, Women","2020","2020","YR","Years","0","Units",,,23.2,,
"ESP","Spain","PEN17A","Employment rate of older workers, 55-59","2020","2020","PC","Percentage","0","Units",,,64.8,,
"ESP","Spain","PEN17B","Employment rate of older workers, 60-64","2020","2020","PC","Percentage","0","Units",,,43.1,,
"ESP","Spain","PEN17C","Employment rate of older workers, 65-69","2020","2020","PC","Percentage","0","Units",,,7.6,,
"ESP","Spain","PEN18","Old-age dependency ratio","2020","2020","PC","Percentage","0","Units",,,32.8,,
"ESP","Spain","PEN19A","Effective labour market exit age, men","2020","2020","YR","Years","0","Units",,,61,,
"ESP","Spain","PEN19B","Effective labour market exit age, women","2020","2020","YR","Years","0","Units",,,60.4,,
"ESP","Spain","PEN20A","Expected years in retirement, men","2020","2020","YR","Years","0","Units",,,23,,
"ESP","Spain","PEN20B","Expected years in retirement, women","2020","2020","YR","Years","0","Units",,,27.7,,
"ESP","Spain","PEN23A","Average worker earnings, national currency","2020","2020",,,"0","Units",,,26934.2,,
"ESP","Spain","PEN23B","Average worker earnings, USD market exchange rate","2020","2020","USD","US Dollar","0","Units",,,30764.2,,
"ESP","Spain","PEN27","Projections of public expenditure on pensions (%GDP)","2020","2020","PC","Percentage","0","Units",,,12.3,,
"SWE","Sweden","PEN1A","Current retirement ages for a person who entered the labour force at age 22, men","2020","2020","YR","Years","0","Units",,,65,,
"SWE","Sweden","PEN1B","Current retirement ages for a person who entered the labour force at age 22, women","2020","2020","YR","Years","0","Units",,,65,,
"SWE","Sweden","PEN2A","Future retirement ages for a person who entered the labour force at age 22, men","2020","2020","YR","Years","0","Units",,,65,,
"SWE","Sweden","PEN2B","Future retirement ages for a person who entered the labour force at age 22, women","2020","2020","YR","Years","0","Units",,,65,,
"SWE","Sweden","PEN3A","Gross pension replacement rate, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,61.4,,
"SWE","Sweden","PEN3B","Gross pension replacement rate, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,53.3,,
"SWE","Sweden","PEN3C","Gross pension replacement rate, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,67.2,,
"SWE","Sweden","PEN4A","Gross pension replacement rate, Female, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,61.4,,
"SWE","Sweden","PEN4B","Gross pension replacement rate, Female, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,53.3,,
"SWE","Sweden","PEN4C","Gross pension replacement rate, Female, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,67.2,,
"SWE","Sweden","PEN5A","Gross pension replacement rate, Mandatory and Voluntary, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,61.4,,
"SWE","Sweden","PEN5B","Gross pension replacement rate, Mandatory and Voluntary, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,53.3,,
"SWE","Sweden","PEN5C","Gross pension replacement rate, Mandatory and Voluntary, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,67.2,,
"SWE","Sweden","PEN7A","Net pension replacement rate, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,65.1,,
"SWE","Sweden","PEN7B","Net pension replacement rate, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,56.2,,
"SWE","Sweden","PEN7C","Net pension replacement rate, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,75.3,,
"SWE","Sweden","PEN8A","Net pension replacement rate, Female, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,65.1,,
"SWE","Sweden","PEN8B","Net pension replacement rate, Female, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,56.2,,
"SWE","Sweden","PEN8C","Net pension replacement rate, Female, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,75.3,,
"SWE","Sweden","PEN9A","Net pension replacement rate, Mandatory and Voluntary, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,65.1,,
"SWE","Sweden","PEN9B","Net pension replacement rate, Mandatory and Voluntary, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,56.2,,
"SWE","Sweden","PEN9C","Net pension replacement rate, Mandatory and Voluntary, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,75.3,,
"SWE","Sweden","PEN10A","Gross pension wealth, Male, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,11.4,,
"SWE","Sweden","PEN10B","Gross pension wealth, Male, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,9.8,,
"SWE","Sweden","PEN10C","Gross pension wealth, Male, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,12.6,,
"SWE","Sweden","PEN11A","Gross pension wealth, Female, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,12.2,,
"SWE","Sweden","PEN11C","Gross pension wealth, Female, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,13.5,,
"SWE","Sweden","PEN11B","Gross pension wealth, Female, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,10.6,,
"SWE","Sweden","PEN12A","Net pension wealth, Male, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,12.3,,
"SWE","Sweden","PEN12B","Net pension wealth, Male, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,10.6,,
"SWE","Sweden","PEN12C","Net pension wealth, Male, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,14.3,,
"SWE","Sweden","PEN13A","Net pension wealth, Female, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,13.3,,
"SWE","Sweden","PEN13B","Net pension wealth, Female, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,11.5,,
"SWE","Sweden","PEN13C","Net pension wealth, Female, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,15.4,,
"SWE","Sweden","PEN6A","Tax treatment of pensions and pensioners, Worker at average earnings, men","2020","2020","PC","Percentage","0","Units",,,4.1,,
"SWE","Sweden","PEN6B","Tax treatment of pensions and pensioners, Pensioner (at gross replacement rate of average earnings), men","2020","2020","PC","Percentage","0","Units",,,20.5,,
"SWE","Sweden","PEN6C","Tax treatment of pensions and pensioners, Pensioner (at income equal to average earnings), men","2020","2020","PC","Percentage","0","Units",,,25.7,,
"SWE","Sweden","PEN14","Fertility","2020","2020","CHLD","Children","0","Units",,,1.9,,
"SWE","Sweden","PEN15A","Life expectancy at birth, Men","2020","2020","YR","Years","0","Units",,,80.7,,
"SWE","Sweden","PEN15B","Life expectancy at birth, Women","2020","2020","YR","Years","0","Units",,,84.4,,
"SWE","Sweden","PEN16A","Life expectancy at 65, Men","2020","2020","YR","Years","0","Units",,,19.1,,
"SWE","Sweden","PEN16B","Life expectancy at 65, Women","2020","2020","YR","Years","0","Units",,,21.7,,
"SWE","Sweden","PEN17A","Employment rate of older workers, 55-59","2020","2020","PC","Percentage","0","Units",,,85.2,,
"SWE","Sweden","PEN17B","Employment rate of older workers, 60-64","2020","2020","PC","Percentage","0","Units",,,69.5,,
"SWE","Sweden","PEN17C","Employment rate of older workers, 65-69","2020","2020","PC","Percentage","0","Units",,,25.5,,
"SWE","Sweden","PEN18","Old-age dependency ratio","2020","2020","PC","Percentage","0","Units",,,35.9,,
"SWE","Sweden","PEN19A","Effective labour market exit age, men","2020","2020","YR","Years","0","Units",,,65.8,,
"SWE","Sweden","PEN19B","Effective labour market exit age, women","2020","2020","YR","Years","0","Units",,,64.9,,
"SWE","Sweden","PEN20A","Expected years in retirement, men","2020","2020","YR","Years","0","Units",,,19,,
"SWE","Sweden","PEN20B","Expected years in retirement, women","2020","2020","YR","Years","0","Units",,,22.1,,
"SWE","Sweden","PEN23A","Average worker earnings, national currency","2020","2020",,,"0","Units",,,465766.8,,
"SWE","Sweden","PEN23B","Average worker earnings, USD market exchange rate","2020","2020","USD","US Dollar","0","Units",,,50570.2,,
"SWE","Sweden","PEN27","Projections of public expenditure on pensions (%GDP)","2020","2020","PC","Percentage","0","Units",,,7.6,,
"CHE","Switzerland","PEN1A","Current retirement ages for a person who entered the labour force at age 22, men","2020","2020","YR","Years","0","Units",,,65,,
"CHE","Switzerland","PEN1B","Current retirement ages for a person who entered the labour force at age 22, women","2020","2020","YR","Years","0","Units",,,64,,
"CHE","Switzerland","PEN2A","Future retirement ages for a person who entered the labour force at age 22, men","2020","2020","YR","Years","0","Units",,,65,,
"CHE","Switzerland","PEN2B","Future retirement ages for a person who entered the labour force at age 22, women","2020","2020","YR","Years","0","Units",,,64,,
"CHE","Switzerland","PEN3A","Gross pension replacement rate, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,53.1,,
"CHE","Switzerland","PEN3B","Gross pension replacement rate, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,44.1,,
"CHE","Switzerland","PEN3C","Gross pension replacement rate, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,23,,
"CHE","Switzerland","PEN4A","Gross pension replacement rate, Female, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,52.5,,
"CHE","Switzerland","PEN4B","Gross pension replacement rate, Female, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,43.5,,
"CHE","Switzerland","PEN4C","Gross pension replacement rate, Female, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,22.7,,
